"income","country","expenditure","accomodation","year"
46324,"Netherlands",1283.3,"Hotel","1997"
42280,"USA",1035.42857,"Hotel","1997"
31300,"Netherlands",1077.61429,"Hotel","1997"
40690,"Netherlands",591.25,"Room","1997"
37560,"Netherlands",545.31667,"Camping","1997"
36000,"Netherlands",547.75,"Room","1997"
29422,"Netherlands",349.75,"Camping","1997"
21910,"Netherlands",685,"Farm","1997"
21910,"Netherlands",856.25,"Room","1997"
40000,"Netherlands",616.66667,"Room","1997"
20032,"Netherlands",631.25,"Camping","1997"
22536,"Netherlands",174.01429,"Camping","1997"
18780,"Netherlands",330.725,"Camping","1997"
17528,"Netherlands",342.25,"Camping","1997"
59430,"Netherlands",279.64286,"Camping","1997"
18780,"Netherlands",561.25,"Camping","1997"
41072,"USA",1781.8,"Hotel","1997"
43820,"Netherlands",381.12353,"Camping","1997"
71364,"Netherlands",389.71154,"Camping","1997"
25040,"Netherlands",359.44118,"Camping","1997"
61346.56,"Netherlands",508.33333,"Camping","1997"
75120,"Netherlands",274.92857,"Camping","1997"
15650,"Netherlands",420,"Camping","1997"
21910,"Netherlands",474.79571,"Camping","1997"
31300,"Netherlands",453.85,"Room","1997"
66440,"USA",2416,"Hotel","1997"
54360,"USA",3926,"Hotel","1997"
15650,"Netherlands",161.45833,"Camping","1997"
25040,"Netherlands",281.90714,"Camping","1997"
20032,"Netherlands",236.07143,"Camping","1997"
18780,"Netherlands",615.2381,"Farm","1997"
39864,"USA",1366.55,"Hotel","1997"
34430,"Netherlands",388.64167,"Camping","1997"
21910,"Netherlands",1033.20833,"B&B","1997"
18780,"Netherlands",513.64286,"Room","1997"
32616,"USA",710.41905,"Hotel","1997"
32616,"USA",733.26667,"B&B","1997"
25040,"Netherlands",1179.55,"Hotel","1997"
18780,"Netherlands",238.12698,"Camping","1997"
25040,"Netherlands",697.99,"B&B","1997"
25040,"Netherlands",261.22059,"Camping","1997"
48000,"Netherlands",485.71429,"Hotel","1997"
18780,"Netherlands",630,"Appartment","1997"
25040,"Netherlands",357.07647,"Camping","1997"
61128,"Netherlands",370.83333,"Camping","1997"
35682,"Netherlands",207.3625,"Camping","1997"
37560,"Netherlands",283.33333,"Camping","1997"
80000,"Netherlands",192.85714,"Camping","1997"
93900,"Netherlands",319.04762,"Camping","1997"
31300,"Netherlands",242.31333,"Camping","1997"
93900,"Netherlands",165.30952,"Camping","1997"
149792,"USA",501.47059,"Room","1997"
28170,"Netherlands",662.85714,"Room","1997"
31300,"Netherlands",500.3125,"Camping","1997"
28170,"Netherlands",346.97368,"Camping","1997"
25040,"Netherlands",116.30435,"Camping","1997"
40000,"Netherlands",757.95455,"Appartment","1997"
18154,"Netherlands",617.85714,"Camping","1997"
27000,"Netherlands",625,"B&B","1997"
31300,"Netherlands",831.64286,"Camping","1997"
28170,"Netherlands",387.40238,"Camping","1997"
35056,"Netherlands",366.66667,"Room","1997"
29046.4,"Netherlands",467.85714,"Camping","1997"
21120,"Netherlands",655.56111,"Hotel","1997"
48320,"USA",1669,"Room","1997"
22536,"Netherlands",157.20667,"Camping","1997"
36240,"USA",2416,"Hotel","1997"
42280,"USA",1365.04,"Hotel","1997"
43820,"Netherlands",439.28571,"Appartment","1997"
54360,"USA",1461.68,"Hotel","1997"
43820,"Netherlands",465.02857,"Appartment","1997"
43820,"Netherlands",440.35714,"Appartment","1997"
37560,"Netherlands",1126.8,"Hotel","1997"
42280,"USA",1093.67143,"Hotel","1997"
31300,"Netherlands",332.07,"Camping","1997"
18780,"Netherlands",206.00714,"Appartment","1997"
25040,"Netherlands",1104.44286,"Hotel","1997"
28170,"Netherlands",485.89524,"Appartment","1997"
22536,"Netherlands",355.30357,"Camping","1997"
25040,"Netherlands",761.93143,"Appartment","1997"
25040,"Netherlands",1144.65,"Hotel","1997"
18780,"Netherlands",360.55,"Camping","1997"
33824,"USA",1313.7,"B&B","1997"
45904,"USA",1268.4,"Hotel","1997"
36240,"USA",915.78947,"Hotel","1997"
35775.9,"Netherlands",1879.64286,"Hotel","1997"
79728,"USA",2364.22857,"Hotel","1997"
32552,"Netherlands",841.1875,"Hotel","1997"
15650,"Netherlands",950,"Hotel","1997"
37560,"Netherlands",869.44444,"Hotel","1997"
43820,"Netherlands",1361.11111,"Hotel","1997"
31300,"Netherlands",877.77778,"Hotel","1997"
65232,"USA",2343.52,"Hotel","1997"
57984,"USA",4145.8,"Hotel","1997"
38656,"USA",3847.33333,"Hotel","1997"
25040,"Netherlands",371.42857,"Camping","1997"
23662.8,"Netherlands",764.24167,"Hotel","1997"
60400,"USA",747.85714,"Hotel","1997"
22536,"Netherlands",517.5,"Room","1997"
40690,"Netherlands",395.32143,"Camping","1997"
25040,"Netherlands",1300.275,"Hotel","1997"
24160,"USA",1303.88571,"B&B","1997"
21120,"Netherlands",675.46667,"B&B","1997"
20032,"Netherlands",916.23636,"Hotel","1997"
42240,"Netherlands",1578.84615,"Hotel","1997"
31300,"Netherlands",845.1,"Hotel","1997"
30000,"Netherlands",915,"B&B","1997"
26292,"Netherlands",795.91429,"Hotel","1997"
30200,"USA",1749.91429,"Hotel","1997"
45072,"Netherlands",905.46429,"Hotel","1997"
43820,"Netherlands",1139.28571,"Hotel","1997"
64024,"USA",1751.6,"Hotel","1997"
72480,"USA",1553.14286,"Hotel","1997"
34430,"Netherlands",600,"Hotel","1997"
20658,"Netherlands",495.58333,"Camping","1997"
33824,"USA",2044.97143,"Hotel","1997"
62600,"Netherlands",368.68636,"Camping","1997"
21910,"Netherlands",331.62,"Camping","1997"
93900,"Netherlands",898.4375,"Camping","1997"
43820,"Netherlands",479.48571,"Appartment","1997"
21910,"Netherlands",971.71429,"Hotel","1997"
18780,"Netherlands",613.33333,"Hotel","1997"
38656,"USA",2858.93333,"Hotel","1997"
24160,"USA",2553.73333,"Hotel","1997"
34430,"Netherlands",888.33333,"Hotel","1997"
53152,"USA",1150,"Hotel","1997"
50080,"Netherlands",1032.9,"Hotel","1997"
50080,"Netherlands",900,"Hotel","1997"
108720,"USA",1578.16,"B&B","1997"
63360,"Netherlands",927.27778,"Hotel","1997"
20032,"Netherlands",1685.72857,"Hotel","1997"
40690,"Netherlands",1173.75,"Hotel","1997"
120800,"USA",1036.15385,"Hotel","1997"
11894,"Netherlands",330,"Camping","1997"
43820,"Netherlands",441.42857,"Farm","1997"
45300,"USA",1473.1,"B&B","1997"
52342.64,"USA",1548.8,"Room","1997"
30200,"USA",840.15,"Room","1997"
50337.36,"USA",407.43333,"Camping","1997"
74896,"USA",2579.94286,"Hotel","1997"
28170,"Netherlands",777.7,"Hotel","1997"
23162,"Netherlands",339.82143,"B&B","1997"
53152,"USA",1020.76,"Hotel","1997"
2267.8,"USA",646.42857,"Hotel","1997"
100747.2,"USA",952.5,"Hotel","1997"
79728,"USA",1477.47692,"Hotel","1997"
90600,"USA",1457.77143,"Hotel","1997"
18780,"Netherlands",341.5,"Camping","1997"
31300,"Netherlands",307.5,"Camping","1997"
31300,"Netherlands",951.52,"Hotel","1997"
70064,"USA",1370.28,"Hotel","1997"
37560,"Netherlands",777.77778,"Camping","1997"
201736,"USA",890,"Room","1997"
50080,"Netherlands",349,"Camping","1997"
25040,"Netherlands",262.42857,"Camping","1997"
22348.2,"Netherlands",243.325,"Camping","1997"
31300,"Netherlands",518.22308,"Camping","1997"
56340,"Netherlands",791.89,"Hotel","1997"
40690,"Netherlands",1084.16667,"Hotel","1997"
48320,"USA",1001.63333,"Hotel","1997"
79728,"USA",998.33333,"Hotel","1997"
90600,"USA",830,"Hotel","1997"
90600,"USA",689.67143,"Room","1997"
151000,"USA",1250.96,"Hotel","1997"
37560,"Netherlands",1084.66538,"Hotel","1997"
39438,"Netherlands",675.71429,"B&B","1997"
56776,"USA",2925,"Hotel","1997"
37448,"USA",3080.4,"Hotel","1997"
59192,"USA",2114,"Hotel","1997"
60400,"USA",1033,"Appartment","1997"
21910,"Netherlands",539.09091,"Hotel","1997"
24160,"USA",3503.2,"Hotel","1997"
96640,"USA",720,"B&B","1997"
42280,"USA",2161.45714,"Hotel","1997"
12080,"USA",747.66667,"B&B","1997"
20864.58,"Netherlands",1275,"Hotel","1997"
70400,"Netherlands",1310,"Hotel","1997"
12520,"Netherlands",643.11333,"B&B","1997"
46000,"USA",733.80952,"Hotel","1997"
62600,"Netherlands",1117.25,"Hotel","1997"
18780,"Netherlands",1695,"Hotel","1997"
29422,"Netherlands",648.95333,"Hotel","1997"
22536,"Netherlands",387.125,"Camping","1997"
45904,"USA",1052.68571,"Hotel","1997"
28796,"Netherlands",414.39333,"Appartment","1997"
36240,"USA",1494.9,"Hotel","1997"
72480,"USA",1228.13333,"Hotel","1997"
55568,"USA",1190.74286,"Hotel","1997"
66440,"USA",1561.77143,"Hotel","1997"
51958,"Netherlands",620.71429,"Camping","1997"
34430,"Netherlands",407.67737,"Appartment","1997"
43820,"Netherlands",286.04722,"Camping","1997"
20032,"Netherlands",613.35714,"B&B","1997"
55568,"USA",1917.7,"Hotel","1997"
66440,"USA",858.33333,"Hotel","1997"
25040,"Netherlands",1216.85714,"B&B","1997"
37560,"Netherlands",710.35714,"Hotel","1997"
26918,"Netherlands",1691.42857,"Hotel","1997"
37560,"Netherlands",887.78571,"Camping","1997"
18780,"Netherlands",472.46286,"Appartment","1997"
25040,"Netherlands",537.71429,"Hotel","1997"
60000,"Netherlands",1137.55143,"Hotel","1997"
120800,"USA",554.925,"Hotel","1997"
80573.6,"USA",1062.5,"Hotel","1997"
30200,"USA",1175,"Hotel","1997"
84560,"USA",974,"Camping","1997"
39864,"USA",1389.2,"Hotel","1997"
21744,"USA",1654.03077,"Hotel","1997"
42280,"USA",2234.8,"Hotel","1997"
32262,"USA",1600,"Hotel","1997"
140128,"USA",2057.52,"Hotel","1997"
120800,"USA",1958.53333,"Hotel","1997"
60400,"USA",980.13333,"Camping","1997"
126840,"USA",1392.4,"Hotel","1997"
31300,"Netherlands",804.3,"B&B","1997"
100868,"USA",597.5,"Room","1997"
48320,"USA",2162.5,"Hotel","1997"
72480,"USA",1316.66667,"Hotel","1997"
72480,"USA",2076,"Hotel","1997"
78520,"USA",1610.66667,"Hotel","1997"
48320,"USA",1350,"Hotel","1997"
31408,"USA",1208,"Hotel","1997"
48320,"USA",1872.4,"Hotel","1997"
48320,"USA",1377.5,"Hotel","1997"
120800,"USA",1600.6,"Hotel","1997"
42280,"USA",1117.4,"Camping","1997"
24160,"USA",2362,"Hotel","1997"
130862.64,"USA",1062.5,"Hotel","1997"
28170,"Netherlands",1515.5,"Hotel","1997"
120800,"USA",1421.2,"Hotel","1997"
181200,"USA",2687.8,"Hotel","1997"
78520,"USA",2139.6,"Hotel","1997"
50337.36,"USA",520,"B&B","1997"
42280,"USA",957,"Hotel","1997"
48320,"USA",1458.66667,"Hotel","1997"
100626.4,"USA",1526.8,"Hotel","1997"
45904,"USA",1902.6,"Hotel","1997"
41072,"USA",939.4,"B&B","1997"
78520,"USA",1293.10909,"Hotel","1997"
35032,"USA",1283.5,"Hotel","1997"
40000,"Netherlands",547.4359,"Appartment","1997"
54360,"USA",1049.80952,"Hotel","1997"
27784,"USA",1889.65714,"Hotel","1997"
34430,"Netherlands",452.24571,"Hotel","1997"
38656,"USA",2416,"Hotel","1997"
35032,"USA",2312.45714,"Hotel","1997"
96640,"USA",1124.95,"Hotel","1997"
120800,"USA",1208,"Appartment","1997"
31300,"Netherlands",462.14286,"Camping","1997"
42240,"Netherlands",1483.33333,"Hotel","1997"
20000,"Netherlands",314.20385,"Camping","1997"
17117.36,"USA",1009.54286,"Appartment","1997"
18780,"Netherlands",664.68571,"Appartment","1997"
40262.64,"USA",690.28571,"Appartment","1997"
120800,"USA",1397.82857,"Appartment","1997"
25040,"Netherlands",464.88571,"Camping","1997"
46950,"Netherlands",385.56429,"Camping","1997"
15650,"Netherlands",639.41429,"Appartment","1997"
38656,"USA",1419.4,"Hotel","1997"
66440,"USA",1866.75556,"Hotel","1997"
54360,"USA",1540.2,"Hotel","1997"
60400,"USA",952.97778,"Hotel","1997"
25040,"Netherlands",464.83333,"Room","1997"
96640,"USA",1321.42857,"Hotel","1997"
13415.18,"Netherlands",676.31579,"Appartment","1997"
18154,"Netherlands",189.42786,"Camping","1997"
21910,"Netherlands",199.42571,"Camping","1997"
72480,"USA",1419.4,"Hotel","1997"
48320,"USA",1411.78824,"Hotel","1997"
65437.36,"USA",1085.61905,"Hotel","1997"
28170,"Netherlands",322.5,"Camping","1997"
25040,"Netherlands",336.475,"Camping","1997"
31300,"Netherlands",274.52381,"Camping","1997"
37560,"Netherlands",512.72381,"B&B","1997"
72480,"USA",1775,"Hotel","1997"
62816,"USA",1178.57143,"Hotel","1997"
72480,"USA",3334.08,"Hotel","1997"
64024,"USA",1661,"Hotel","1997"
72480,"USA",3083.42857,"Hotel","1997"
48320,"USA",1864,"Hotel","1997"
66440,"USA",1588.22,"Hotel","1997"
21284,"Netherlands",274.375,"Appartment","1997"
31300,"Netherlands",1321.66667,"Hotel","1997"
25040,"Netherlands",757.4375,"Hotel","1997"
25040,"Netherlands",302.90323,"Hotel","1997"
20000,"Netherlands",578.57143,"Camping","1997"
72480,"USA",1208,"Room","1997"
28170,"Netherlands",430.375,"Hotel","1997"
21910,"Netherlands",362.54667,"Camping","1997"
31300,"Netherlands",297.61905,"Appartment","1997"
48320,"USA",1177.8,"Hotel","1997"
21744,"USA",1616.66667,"Hotel","1997"
57984,"USA",1600.6,"Hotel","1997"
38656,"USA",2053.6,"Hotel","1997"
33804,"Netherlands",907.25286,"Hotel","1997"
12520,"Netherlands",813.8,"Hotel","1997"
18780,"Netherlands",370.725,"Camping","1997"
28170,"Netherlands",636.955,"Hotel","1997"
15024,"Netherlands",384.52381,"Room","1997"
52164.58,"Netherlands",556.33333,"Appartment","1997"
27544,"Netherlands",365.76286,"Appartment","1997"
108720,"USA",1147.6,"Hotel","1997"
34430,"Netherlands",358.21429,"Camping","1997"
16276,"Netherlands",397.51,"Camping","1997"
40262.64,"USA",699.32,"Hotel","1997"
43820,"Netherlands",433.33333,"Camping","1997"
18603.2,"USA",729.52,"Hotel","1997"
33178,"Netherlands",589.4,"Hotel","1997"
105096,"USA",1455.71429,"Hotel","1997"
15650,"Netherlands",321.93524,"Appartment","1997"
36240,"USA",1051.075,"Hotel","1997"
15704,"USA",642.82857,"Hotel","1997"
25040,"Netherlands",535.65905,"Appartment","1997"
31300,"Netherlands",940.71429,"B&B","1997"
24414,"Netherlands",706.51111,"Hotel","1997"
33824,"USA",1648.64,"Hotel","1997"
25040,"Netherlands",829.45,"Hotel","1997"
48320,"USA",1253.3,"Hotel","1997"
22952,"USA",2718,"Hotel","1997"
51944,"USA",2589.65,"Hotel","1997"
31300,"Netherlands",536.91538,"Hotel","1997"
854.1,"USA",875,"Hotel","1997"
31300,"Netherlands",801.25,"Hotel","1997"
11000,"USA",607.14286,"Room","1997"
21910,"Netherlands",1010.71429,"Hotel","1997"
37560,"Netherlands",1020.25,"Appartment","1997"
28170,"Netherlands",788.09524,"Hotel","1997"
17528,"Netherlands",479.23077,"Room","1997"
54360,"USA",1485.71429,"Hotel","1997"
26292,"Netherlands",180.93333,"Camping","1997"
50736,"USA",1761.66667,"Hotel","1997"
30200,"USA",1160.54286,"B&B","1997"
31300,"Netherlands",855,"Hotel","1997"
30000,"Netherlands",1067.85714,"Hotel","1997"
21910,"Netherlands",703.33333,"Hotel","1997"
18780,"Netherlands",815.45455,"Hotel","1997"
13772,"Netherlands",988.6,"Hotel","1997"
21910,"Netherlands",621.56,"Appartment","1997"
28170,"Netherlands",312.32929,"Appartment","1997"
111784.82,"Netherlands",1090.62857,"Camping","1997"
37560,"Netherlands",536.57143,"Appartment","1997"
37560,"Netherlands",1207.28571,"Hotel","1997"
15650,"Netherlands",205.47101,"Camping","1997"
15650,"Netherlands",935.35714,"Hotel","1997"
28170,"Netherlands",1020.8,"Hotel","1997"
48320,"USA",1762.81714,"Hotel","1997"
21910,"Netherlands",638.09524,"B&B","1997"
26292,"Netherlands",329.78382,"Appartment","1997"
31300,"Netherlands",603.46667,"Hotel","1997"
18780,"Netherlands",263.09524,"Appartment","1997"
100264,"USA",1189.88,"Hotel","1997"
42280,"USA",2567,"Hotel","1997"
24160,"USA",948.75,"Hotel","1997"
25040,"Netherlands",1016.8,"Camping","1997"
21744,"USA",1201.5,"Room","1997"
25040,"Netherlands",777.125,"Appartment","1997"
25040,"Netherlands",422.05,"Camping","1997"
23162,"Netherlands",833.33333,"Hotel","1997"
23694.1,"Netherlands",875.50571,"Hotel","1997"
24160,"USA",1320,"Hotel","1997"
100662.64,"USA",825.6,"Hotel","1997"
37560,"Netherlands",685,"Hotel","1997"
48320,"USA",883.35,"B&B","1997"
96640,"USA",2481.46667,"Hotel","1997"
37560,"Netherlands",571.42857,"Appartment","1997"
30200,"USA",1620.1,"Hotel","1997"
39864,"USA",996.6,"Hotel","1997"
66440,"USA",1852.26667,"Hotel","1997"
265760,"USA",2476.4,"Hotel","1997"
90600,"USA",2053.6,"Hotel","1997"
72480,"USA",1741.33333,"Hotel","1997"
966400,"USA",2858.93333,"Hotel","1997"
120800,"USA",1431.48,"Hotel","1997"
60400,"USA",1031.11429,"Hotel","1997"
72480,"USA",1155,"Hotel","1997"
80573.6,"USA",2053.6,"Hotel","1997"
36240,"USA",1553.14286,"Hotel","1997"
24160,"USA",1000,"Hotel","1997"
120800,"USA",1608.4,"Hotel","1997"
72480,"USA",1250,"Hotel","1997"
50373.6,"USA",2416,"Hotel","1997"
31300,"Netherlands",314.78857,"Appartment","1997"
49280,"Netherlands",418.62857,"Camping","1997"
19008,"Netherlands",269.86667,"Camping","1997"
33088,"Netherlands",177.25714,"Camping","1997"
36240,"USA",1341.92,"Hotel","1997"
34430,"Netherlands",848.23,"Hotel","1997"
13000,"Netherlands",379.80952,"Appartment","1997"
25040,"Netherlands",1408.33333,"Camping","1997"
36308,"Netherlands",519.45143,"Camping","1997"
25040,"Netherlands",346.97143,"Camping","1997"
26292,"Netherlands",419.77632,"Room","1997"
33178,"Netherlands",1171.51429,"Hotel","1997"
50000,"Netherlands",849.28571,"Hotel","1997"
22536,"Netherlands",448.26071,"Appartment","1997"
54360,"USA",966.4,"Hotel","1997"
37560,"Netherlands",689.44444,"Hotel","1997"
43820,"Netherlands",711.26857,"Appartment","1997"
28170,"Netherlands",318.75,"Appartment","1997"
25040,"Netherlands",206.64286,"Camping","1997"
21910,"Netherlands",207.3625,"Camping","1997"
21284,"Netherlands",1600.16667,"B&B","1997"
28796,"Netherlands",448.32,"Appartment","1997"
24160,"USA",1691.2,"Hotel","1997"
27544,"Netherlands",485.89524,"Hotel","1997"
31300,"Netherlands",511.97857,"Camping","1997"
37560,"Netherlands",608.45714,"Appartment","1997"
20658,"Netherlands",992.35294,"Hotel","1997"
28170,"Netherlands",763.12381,"Appartment","1997"
59470,"Netherlands",317.80952,"Appartment","1997"
25040,"Netherlands",336.375,"Appartment","1997"
33824,"USA",1622.17143,"B&B","1997"
57984,"USA",1872.4,"Hotel","1997"
25040,"Netherlands",198.03333,"Camping","1997"
25040,"Netherlands",367.14286,"Appartment","1997"
26292,"Netherlands",261.90476,"Camping","1997"
18780,"Netherlands",324.35714,"Appartment","1997"
42280,"USA",1306.15,"Hotel","1997"
48320,"USA",1015.81818,"Hotel","1997"
96640,"USA",1050.22857,"Hotel","1997"
53152,"USA",1644.22222,"Hotel","1997"
66440,"USA",1532.65,"Hotel","1997"
18780,"Netherlands",285.6125,"Appartment","1997"
17528,"Netherlands",510.71429,"B&B","1997"
18780,"Netherlands",735,"Hotel","1997"
31300,"Netherlands",210.94857,"Camping","1997"
31300,"Netherlands",750.93333,"Camping","1997"
15650,"Netherlands",804.57143,"Hotel","1997"
13772,"Netherlands",650,"B&B","1997"
25040,"Netherlands",610,"Hotel","1997"
43820,"Netherlands",1104.44286,"Hotel","1997"
55386.8,"USA",759.00952,"Appartment","1997"
31300,"Netherlands",645.72143,"Appartment","1997"
40690,"Netherlands",862.98571,"Appartment","1997"
32384,"Netherlands",568.22857,"Appartment","1997"
27544,"Netherlands",625.21905,"Room","1997"
25040,"Netherlands",995.65714,"Appartment","1997"
28170,"Netherlands",849.57143,"Appartment","1997"
37560,"Netherlands",862.48889,"Hotel","1997"
28170,"Netherlands",782.5,"Appartment","1997"
34430,"Netherlands",251.58393,"Camping","1997"
31300,"Netherlands",688.6,"Camping","1997"
11268,"Netherlands",337.5,"Camping","1997"
48320,"USA",1630.8,"Hotel","1997"
72480,"USA",1354,"B&B","1997"
30200,"USA",1266.46667,"Hotel","1997"
72480,"USA",2198.08,"Hotel","1997"
21744,"USA",1336.44444,"Hotel","1997"
72480,"USA",1383.33333,"Hotel","1997"
62816,"USA",1570.4,"Hotel","1997"
36240,"USA",1981.66667,"Hotel","1997"
36240,"USA",1323.33333,"B&B","1997"
66440,"USA",733.33333,"B&B","1997"
72480,"USA",1671.6,"Hotel","1997"
41072,"USA",2436.13333,"Hotel","1997"
52576,"USA",580,"Hotel","1997"
36240,"USA",1426,"Hotel","1997"
40690,"Netherlands",1600,"Hotel","1997"
45300,"USA",1205,"Hotel","1997"
48320,"USA",2042.275,"Hotel","1997"
108720,"USA",2773.92593,"Hotel","1997"
67075.9,"Netherlands",1850,"Hotel","1997"
18780,"Netherlands",1277.5,"Hotel","1997"
140937.36,"USA",1207.14286,"Hotel","1997"
120800,"USA",5686.66667,"Hotel","1997"
19328,"USA",1373.07429,"Hotel","1997"
60400,"USA",764.25,"Hotel","1997"
26605,"Netherlands",1677,"Hotel","1997"
26576,"USA",1287.26667,"Hotel","1997"
31300,"Netherlands",1425,"Hotel","1997"
84560,"USA",1500,"Hotel","1997"
352337.36,"USA",850,"Hotel","1997"
18780,"Netherlands",1215.83333,"Hotel","1997"
72480,"USA",1041.25,"Hotel","1997"
120800,"USA",1497.33,"Hotel","1997"
12080,"USA",1460,"Hotel","1997"
18120,"USA",1480,"Hotel","1997"
100662.64,"USA",3113.6,"Hotel","1997"
60400,"USA",2355.6,"Hotel","1997"
24160,"USA",1715,"Hotel","1997"
51958,"Netherlands",1464.66667,"Hotel","1997"
37560,"Netherlands",966.66667,"Hotel","1997"
50337.36,"USA",936.2,"Hotel","1997"
24160,"USA",1325.4,"Hotel","1997"
120800,"USA",2703.61905,"Hotel","1997"
22348.2,"Netherlands",1999,"Hotel","1997"
40262.64,"USA",2083.6,"Hotel","1997"
16912,"USA",5738,"Hotel","1997"
20052.8,"USA",3277.2,"Hotel","1997"
45072,"Netherlands",1525.875,"Hotel","1997"
78520,"USA",1912.66667,"Hotel","1997"
60400,"USA",2666.66667,"Hotel","1997"
24160,"USA",843.33333,"Hotel","1997"
45904,"USA",1379.13333,"Hotel","1997"
67648,"USA",1706.3,"Hotel","1997"
181200,"USA",1505.4,"Hotel","1997"
60400,"USA",1160,"Hotel","1997"
201373.6,"USA",3523.33333,"Hotel","1997"
43820,"Netherlands",1399.55714,"Hotel","1997"
96640,"USA",3976,"Hotel","1997"
